query_id	corpus_id	score
GQ_1152	114-1	1
GQ_1153	114-1	1
GQ_1154	114-1	1
GQ_1155	114-1	1
GQ_1156	114-1	1
GQ_1157	114-1	1
GQ_1158	114-1	1
GQ_1159	114-2	1
GQ_1160	114-2	1
GQ_1161	114-2	1
GQ_1162	114-2	1
GQ_1163	114-2	1
GQ_1164	114-2	1
GQ_1165	114-2	1
GQ_1166	115-0	1
GQ_1167	115-0	1
GQ_1168	115-0	1
GQ_1169	115-0	1
GQ_1170	115-0	1
GQ_1171	115-0	1
GQ_1172	115-0	1
GQ_1173	115-0	1
GQ_1174	115-0	1
GQ_1175	115-0	1
GQ_1176	115-0	1
GQ_1177	115-0	1
GQ_1178	115-0	1
GQ_1179	115-0	1
GQ_1180	115-0	1
GQ_1181	115-0	1
GQ_1182	115-0	1
GQ_1183	115-0	1
GQ_1184	115-0	1
GQ_1185	115-0	1
GQ_1186	116-0	1
GQ_1187	116-0	1
GQ_1188	116-0	1
GQ_1189	116-0	1
GQ_1190	116-0	1
GQ_1191	116-0	1
GQ_1192	116-0	1
GQ_1193	116-0	1
GQ_1194	116-0	1
GQ_1195	116-0	1
GQ_1196	116-0	1
GQ_1197	116-0	1
GQ_1198	116-0	1
GQ_1199	116-0	1
GQ_1200	117-0	1
GQ_1201	117-0	1
GQ_1202	117-0	1
GQ_1203	117-0	1
GQ_1204	117-0	1
GQ_1205	118-0	1
GQ_1206	118-0	1
GQ_1207	118-0	1
GQ_1208	118-0	1
GQ_1209	118-0	1
GQ_1210	118-0	1
GQ_1211	118-0	1
GQ_1212	118-0	1
GQ_1213	118-0	1
GQ_1214	118-0	1
GQ_1215	118-0	1
GQ_1216	118-0	1
GQ_1217	118-0	1
GQ_1218	119-0	1
GQ_1219	119-0	1
GQ_1220	119-0	1
GQ_1221	119-0	1
GQ_1222	119-0	1
GQ_1223	119-0	1
GQ_1224	119-0	1
GQ_1225	119-0	1
GQ_1226	119-0	1
GQ_1227	119-0	1
GQ_1228	119-0	1
GQ_1229	119-0	1
GQ_1230	119-0	1
GQ_1231	119-0	1
GQ_1232	119-0	1
GQ_1233	119-0	1
GQ_1234	119-0	1
GQ_1235	120-0	1
GQ_1236	120-0	1
GQ_1237	120-0	1
GQ_1238	120-0	1
GQ_1239	120-0	1
GQ_1240	120-0	1
GQ_1241	120-0	1
GQ_1242	120-0	1
GQ_1243	120-0	1
GQ_1244	120-0	1
GQ_1245	120-0	1
GQ_1246	120-0	1
GQ_1247	120-0	1
GQ_1248	121-0	1
GQ_1249	121-0	1
GQ_1250	121-0	1
GQ_1251	122-0	1
GQ_1252	122-0	1
GQ_1253	122-0	1
GQ_1254	122-0	1
GQ_1255	122-0	1
GQ_1256	122-0	1
GQ_1257	123-0	1
GQ_1258	123-0	1
GQ_1259	123-0	1
GQ_1260	124-0	1
GQ_1261	124-0	1
GQ_1262	124-0	1
GQ_1263	124-0	1
GQ_1264	124-0	1
GQ_1265	125-0	1
GQ_1266	125-0	1
GQ_1267	125-0	1
GQ_1268	125-0	1
GQ_1269	125-0	1
GQ_1270	125-0	1
GQ_1271	125-0	1
GQ_1272	125-0	1
GQ_1273	125-0	1
GQ_1274	125-0	1
GQ_1275	125-0	1
GQ_1276	125-0	1
GQ_1277	125-0	1
GQ_1278	125-0	1
GQ_1279	125-0	1
GQ_1280	125-0	1
GQ_1281	126-0	1
GQ_1282	126-0	1
GQ_1283	126-0	1
GQ_1284	126-0	1
GQ_1285	126-0	1
GQ_1286	126-0	1
GQ_1287	128-0	1
GQ_1288	128-0	1
GQ_1289	128-0	1
GQ_1290	129-0	1
GQ_1291	129-0	1
GQ_1292	129-0	1
GQ_1293	129-0	1
GQ_1294	129-0	1
GQ_1295	129-0	1
GQ_1296	129-0	1
GQ_1297	129-0	1
GQ_1298	129-0	1
GQ_1299	129-0	1
GQ_1300	130-0	1
GQ_1301	130-0	1
GQ_1302	130-0	1
GQ_1303	130-0	1
GQ_1304	130-0	1
GQ_1305	130-0	1
GQ_1306	130-0	1
GQ_1307	131-0	1
GQ_1308	131-0	1
GQ_1309	131-0	1
GQ_1310	131-0	1
GQ_1311	132-0	1
GQ_1312	132-0	1
GQ_1313	132-0	1
GQ_1314	132-0	1
GQ_1315	132-0	1
GQ_1316	132-0	1
GQ_1317	133-0	1
GQ_1318	133-0	1
GQ_1319	133-0	1
GQ_1320	133-0	1
GQ_1321	134-0	1
GQ_1322	134-0	1
GQ_1323	134-0	1
GQ_1324	134-0	1
GQ_1325	134-0	1
GQ_1326	134-0	1
GQ_1327	134-0	1
GQ_1328	134-0	1
GQ_1329	134-0	1
GQ_1330	134-0	1
GQ_1331	134-0	1
GQ_1332	134-0	1
GQ_1333	134-0	1
GQ_1334	134-0	1
GQ_1335	134-0	1
GQ_1336	134-0	1
GQ_1337	134-0	1
GQ_1338	134-0	1
GQ_1339	134-0	1
GQ_1340	134-0	1
GQ_1341	134-0	1
GQ_1342	134-1	1
GQ_1343	135-0	1
GQ_1344	135-0	1
GQ_1345	135-0	1
GQ_1346	135-0	1
GQ_1347	135-0	1
GQ_1348	135-0	1
GQ_1349	135-0	1
GQ_1350	135-0	1
GQ_1351	135-0	1
GQ_1352	135-0	1
GQ_1353	135-0	1
GQ_1354	135-0	1
GQ_1355	135-0	1
GQ_1356	136-0	1
GQ_1357	136-0	1
GQ_1358	136-0	1
GQ_1359	136-0	1
GQ_1360	136-0	1
GQ_1361	137-0	1
GQ_1362	137-0	1
GQ_1363	138-0	1
GQ_1364	138-0	1
GQ_1365	138-0	1
GQ_1366	138-0	1
GQ_1367	138-0	1
GQ_1368	138-0	1
GQ_1369	138-0	1
GQ_1370	138-0	1
GQ_1371	138-0	1
GQ_1372	138-0	1
GQ_1373	138-0	1
GQ_1374	138-0	1
GQ_1375	138-0	1
GQ_1376	138-0	1
GQ_1377	138-0	1
GQ_1378	138-0	1
GQ_1379	139-0	1
GQ_1380	139-0	1
GQ_1381	139-0	1
GQ_1382	139-0	1
GQ_1383	139-0	1
GQ_1384	139-0	1
GQ_1385	139-0	1
GQ_1386	139-0	1
GQ_1387	139-0	1
GQ_1388	140-0	1
GQ_1389	140-0	1
GQ_1390	140-0	1
GQ_1391	140-0	1
GQ_1392	140-0	1
GQ_1393	140-0	1
GQ_1394	140-0	1
GQ_1395	141-0	1
GQ_1396	141-0	1
GQ_1397	141-0	1
GQ_1398	141-0	1
GQ_1399	141-0	1
GQ_1400	141-0	1
GQ_1401	141-0	1
GQ_1402	141-0	1
GQ_1403	141-0	1
GQ_1404	141-0	1
GQ_1405	141-0	1
GQ_1406	141-0	1
GQ_1407	141-0	1
GQ_1408	141-0	1
GQ_1409	141-0	1
GQ_1410	141-0	1
GQ_1411	141-0	1
GQ_1412	141-0	1
GQ_1413	141-0	1
GQ_1414	141-0	1
GQ_1415	142-0	1
GQ_1416	142-0	1
GQ_1417	142-0	1
GQ_1418	142-0	1
GQ_1419	142-0	1
GQ_1420	142-0	1
GQ_1421	142-0	1
GQ_1422	142-0	1
GQ_1423	142-0	1
GQ_1424	142-0	1
GQ_1425	142-0	1
GQ_1426	142-0	1
GQ_1427	142-0	1
GQ_1428	142-0	1
GQ_1429	142-0	1
GQ_1430	142-0	1
GQ_1431	142-0	1
GQ_1432	142-0	1
GQ_1433	142-1	1
GQ_1434	142-1	1
GQ_1435	142-1	1
GQ_1436	142-1	1
GQ_1437	142-1	1
GQ_1438	142-1	1
GQ_1439	143-0	1
GQ_1440	143-0	1
GQ_1441	143-0	1
GQ_1442	143-0	1
GQ_1443	143-0	1
GQ_1444	143-0	1
GQ_1445	143-0	1
GQ_1446	143-0	1
GQ_1447	144-0	1
GQ_1448	144-0	1
GQ_1449	144-0	1
GQ_1450	144-0	1
GQ_1451	144-0	1
GQ_1452	144-0	1
GQ_1453	145-0	1
GQ_1454	145-0	1
GQ_1455	145-0	1
GQ_1456	145-0	1
GQ_1457	145-0	1
GQ_1458	145-0	1
GQ_1459	145-0	1
GQ_1460	145-0	1
GQ_1461	146-0	1
GQ_1462	146-0	1
GQ_1463	146-0	1
GQ_1464	146-0	1
GQ_1465	146-0	1
GQ_1466	146-0	1
GQ_1467	146-0	1
GQ_1468	146-0	1
GQ_1469	146-0	1
GQ_1470	146-0	1
GQ_1471	146-0	1
GQ_1472	146-0	1
GQ_1473	146-0	1
GQ_1474	146-0	1
GQ_1475	146-0	1
GQ_1476	146-0	1
GQ_1477	146-0	1
GQ_1478	146-1	1
GQ_1479	146-1	1
GQ_1480	146-1	1
GQ_1481	146-1	1
GQ_1482	146-1	1
GQ_1483	146-1	1
GQ_1484	146-1	1
GQ_1485	147-0	1
GQ_1486	147-0	1
GQ_1487	147-0	1
GQ_1488	147-0	1
GQ_1489	147-0	1
GQ_1490	147-0	1
GQ_1491	147-0	1
GQ_1492	147-0	1
GQ_1493	147-0	1
GQ_1494	147-0	1
GQ_1495	147-0	1
GQ_1496	147-0	1
GQ_1497	147-0	1
GQ_1498	148-0	1
GQ_1499	149-0	1
GQ_1500	149-0	1
GQ_1501	149-0	1
GQ_1502	149-0	1
GQ_1503	149-0	1
GQ_1504	149-0	1
GQ_1505	149-0	1
GQ_1506	149-0	1
GQ_1507	149-0	1
GQ_1508	149-0	1
GQ_1509	149-0	1
GQ_1510	149-0	1
GQ_1511	150-0	1
GQ_1512	150-0	1
GQ_1513	150-0	1
GQ_1514	150-0	1
GQ_1515	151-0	1
GQ_1516	151-0	1
GQ_1517	151-0	1
GQ_1518	151-0	1
GQ_1519	151-0	1
GQ_1520	151-0	1
GQ_1521	151-0	1
GQ_1522	151-0	1
GQ_1523	151-0	1
GQ_1524	151-0	1
GQ_1525	151-0	1
GQ_1526	151-0	1
GQ_1527	151-0	1
GQ_1528	151-0	1
GQ_1529	151-0	1
GQ_1530	151-0	1
GQ_1531	151-0	1
GQ_1532	151-0	1
GQ_1533	151-0	1
GQ_1534	151-0	1
GQ_1535	151-1	1
GQ_1536	152-0	1
GQ_1537	152-0	1
GQ_1538	152-0	1
GQ_1539	152-0	1
GQ_1540	152-0	1
GQ_1541	152-0	1
GQ_1542	152-0	1
GQ_1543	152-0	1
GQ_1544	152-0	1
GQ_1545	152-0	1
GQ_1546	152-0	1
GQ_1547	152-0	1
GQ_1548	152-0	1
GQ_1549	152-0	1
GQ_1550	153-0	1
GQ_1551	153-0	1
GQ_1552	153-0	1
GQ_1553	153-0	1
GQ_1554	153-0	1
GQ_1555	153-0	1
GQ_1556	153-0	1
GQ_1557	153-0	1
GQ_1558	153-0	1
GQ_1559	153-0	1
GQ_1560	153-0	1
GQ_1561	153-1	1
GQ_1562	153-1	1
GQ_1563	153-1	1
GQ_1564	153-1	1
GQ_1565	154-0	1
GQ_1566	154-0	1
GQ_1567	154-0	1
GQ_1568	154-0	1
GQ_1569	154-0	1
GQ_1570	154-0	1
GQ_1571	154-0	1
GQ_1572	154-0	1
GQ_1573	154-0	1
GQ_1574	154-0	1
GQ_1575	154-0	1
GQ_1576	155-0	1
GQ_1577	155-0	1
GQ_1578	155-0	1
GQ_1579	155-0	1
GQ_1580	155-0	1
GQ_1581	155-0	1
GQ_1582	155-0	1
GQ_1583	155-0	1
GQ_1584	155-0	1
GQ_1585	155-0	1
GQ_1586	155-0	1
GQ_1587	155-0	1
GQ_1588	155-0	1
GQ_1589	155-0	1
GQ_1590	155-0	1
GQ_1591	155-0	1
GQ_1592	155-0	1
GQ_1593	155-0	1
GQ_1594	155-0	1
GQ_1595	155-0	1
GQ_1596	156-0	1
GQ_1597	156-0	1
GQ_1598	156-0	1
GQ_1599	156-0	1
GQ_1600	156-0	1
GQ_1601	156-0	1
GQ_1602	156-0	1
GQ_1603	156-0	1
GQ_1604	156-0	1
GQ_1605	156-0	1
GQ_1606	156-0	1
GQ_1607	156-0	1
GQ_1608	156-0	1
GQ_1609	156-0	1
GQ_1610	156-0	1
GQ_1611	156-0	1
GQ_1612	156-0	1
GQ_1613	156-1	1
GQ_1614	156-1	1
GQ_1615	156-1	1
GQ_1616	156-1	1
GQ_1617	156-1	1
GQ_1618	156-1	1
GQ_1619	157-0	1
GQ_1620	157-0	1
GQ_1621	158-0	1
GQ_1622	158-0	1
GQ_1623	158-0	1
GQ_1624	158-0	1
GQ_1625	159-0	1
GQ_1626	159-0	1
GQ_1627	159-0	1
GQ_1628	159-0	1
GQ_1629	159-0	1
GQ_1630	159-0	1
GQ_1631	159-0	1
GQ_1632	159-0	1
GQ_1633	159-0	1
GQ_1634	160-0	1
GQ_1635	160-0	1
GQ_1636	160-0	1
GQ_1637	160-0	1
GQ_1638	160-0	1
GQ_1639	160-0	1
GQ_1640	160-0	1
GQ_1641	160-0	1
GQ_1642	160-0	1
GQ_1643	160-0	1
GQ_1644	160-0	1
GQ_1645	160-0	1
GQ_1646	160-1	1
GQ_1647	160-1	1
GQ_1648	160-1	1
GQ_1649	160-1	1
GQ_1650	160-1	1
GQ_1651	160-1	1
GQ_1652	160-1	1
GQ_1653	160-1	1
GQ_1654	160-1	1
GQ_1655	160-1	1
GQ_1656	160-1	1
GQ_1657	160-1	1
GQ_1658	161-0	1
GQ_1659	161-0	1
GQ_1660	161-0	1
GQ_1661	161-0	1
GQ_1662	161-0	1
GQ_1663	161-0	1
GQ_1664	161-0	1
GQ_1665	161-0	1
GQ_1666	161-0	1
GQ_1667	161-0	1
GQ_1668	161-0	1
GQ_1669	161-0	1
GQ_1670	161-0	1
GQ_1671	161-0	1
GQ_1672	161-0	1
GQ_1673	161-0	1
GQ_1674	161-0	1
GQ_1675	161-0	1
GQ_1676	161-0	1
GQ_1677	161-1	1
GQ_1678	161-1	1
GQ_1679	161-1	1
GQ_1680	161-1	1
GQ_1681	161-1	1
GQ_1682	161-1	1
GQ_1683	161-1	1
GQ_1684	161-1	1
GQ_1685	161-1	1
GQ_1686	162-0	1
GQ_1687	162-0	1
GQ_1688	164-0	1
GQ_1689	164-0	1
GQ_1690	164-0	1
GQ_1691	164-0	1
GQ_1692	164-0	1
GQ_1693	164-0	1
GQ_1694	164-0	1
GQ_1695	164-0	1
GQ_1696	164-0	1
GQ_1697	164-0	1
GQ_1698	165-0	1
GQ_1699	165-0	1
GQ_1700	165-0	1
GQ_1701	165-0	1
GQ_1702	165-0	1
GQ_1703	165-0	1
GQ_1704	166-0	1
GQ_1705	166-0	1
GQ_1706	166-0	1
GQ_1707	167-0	1
GQ_1708	168-0	1
GQ_1709	168-0	1
GQ_1710	168-0	1
GQ_1711	169-0	1
GQ_1712	170-0	1
GQ_1713	170-0	1
GQ_1714	170-0	1
GQ_1715	170-0	1
GQ_1716	171-0	1
GQ_1717	171-0	1
GQ_1718	171-0	1
GQ_1719	171-0	1
GQ_1720	172-0	1
GQ_1721	172-0	1
GQ_1722	172-0	1
GQ_1723	173-0	1
GQ_1724	173-0	1
GQ_1725	174-0	1
GQ_1726	174-0	1
GQ_1727	174-0	1
GQ_1728	174-0	1
GQ_1729	174-0	1
GQ_1730	174-0	1
GQ_1731	175-0	1
GQ_1732	175-0	1
GQ_1733	175-0	1
GQ_1734	175-0	1
GQ_1735	175-0	1
GQ_1736	175-0	1
GQ_1737	175-0	1
GQ_1738	175-0	1
GQ_1739	175-0	1
GQ_1740	175-0	1
GQ_1741	175-0	1
GQ_1742	175-0	1
GQ_1743	175-0	1
GQ_1744	176-0	1
GQ_1745	176-0	1
GQ_1746	176-0	1
GQ_1747	176-0	1
GQ_1748	176-0	1
GQ_1749	176-0	1
GQ_1750	176-0	1
GQ_1751	177-0	1
GQ_1752	177-0	1
GQ_1753	177-0	1
GQ_1754	177-0	1
GQ_1755	177-0	1
GQ_1756	177-0	1
GQ_1757	177-0	1
GQ_1758	177-0	1
GQ_1759	177-0	1
GQ_1760	177-0	1
GQ_1761	177-0	1
GQ_1762	177-0	1
GQ_1763	177-0	1
GQ_1764	177-0	1
GQ_1765	177-0	1
GQ_1766	177-0	1
GQ_1767	177-0	1
GQ_1768	177-0	1
GQ_1769	178-0	1
GQ_1770	178-0	1
GQ_1771	179-0	1
GQ_1772	179-0	1
GQ_1773	179-0	1
GQ_1774	179-0	1
GQ_1775	180-0	1
GQ_1776	180-0	1
GQ_1777	180-0	1
GQ_1778	180-0	1
GQ_1779	180-0	1
GQ_1780	180-0	1
GQ_1781	180-0	1
GQ_1782	180-0	1
GQ_1783	180-0	1
GQ_1784	180-0	1
GQ_1785	180-0	1
GQ_1786	180-0	1
GQ_1787	180-0	1
GQ_1788	180-0	1
GQ_1789	180-0	1
GQ_1790	180-0	1
GQ_1791	181-0	1
GQ_1792	182-0	1
GQ_1793	183-0	1
GQ_1794	183-0	1
GQ_1795	183-0	1
GQ_1796	183-0	1
GQ_1797	183-0	1
GQ_1798	183-0	1
GQ_1799	184-0	1
GQ_1800	184-0	1
GQ_1801	184-0	1
GQ_1802	184-0	1
GQ_1803	184-0	1
GQ_1804	184-0	1
GQ_1805	184-0	1
GQ_1806	185-0	1
GQ_1807	185-0	1
GQ_1808	185-0	1
GQ_1809	185-0	1
GQ_1810	186-0	1
GQ_1811	187-0	1
GQ_1812	187-0	1
GQ_1813	188-0	1
GQ_1814	188-0	1
GQ_1815	188-0	1
GQ_1816	188-0	1
GQ_1817	188-0	1
GQ_1818	188-0	1
GQ_1819	188-0	1
GQ_1820	188-0	1
GQ_1821	188-0	1
GQ_1822	188-0	1
GQ_1823	188-0	1
GQ_1824	188-0	1
GQ_1825	189-0	1
GQ_1826	189-0	1
GQ_1827	189-0	1
GQ_1828	190-0	1
GQ_1829	190-0	1
GQ_1830	190-0	1
GQ_1831	190-0	1
GQ_1832	190-0	1
GQ_1833	190-0	1
GQ_1834	190-0	1
GQ_1835	190-0	1
GQ_1836	190-0	1
GQ_1837	191-0	1
GQ_1838	191-0	1
GQ_1839	191-0	1
GQ_1840	191-0	1
GQ_1841	191-0	1
GQ_1842	191-0	1
GQ_1843	191-0	1
GQ_1844	191-0	1
GQ_1845	191-0	1
GQ_1846	191-0	1
GQ_1847	191-0	1
GQ_1848	191-0	1
GQ_1849	191-0	1
GQ_1850	191-0	1
GQ_1851	191-0	1
GQ_1852	191-0	1
GQ_1853	191-0	1
GQ_1854	191-0	1
GQ_1855	191-0	1
GQ_1856	191-0	1
GQ_1857	191-0	1
GQ_1858	191-0	1
GQ_1859	191-0	1
GQ_1860	191-0	1
GQ_1861	191-0	1
GQ_1862	191-0	1
GQ_1863	191-0	1
GQ_1864	191-0	1
GQ_1865	191-0	1
GQ_1866	191-0	1
GQ_1867	191-0	1
GQ_1868	191-0	1
GQ_1869	191-0	1
GQ_1870	191-1	1
GQ_1871	191-1	1
GQ_1872	191-1	1
GQ_1873	191-1	1
GQ_1874	192-0	1
GQ_1875	192-0	1
GQ_1876	192-0	1
GQ_1877	192-0	1
GQ_1878	192-0	1
GQ_1879	192-0	1
GQ_1880	192-0	1
GQ_1881	192-0	1
GQ_1882	192-0	1
GQ_1883	192-0	1
GQ_1884	192-0	1
GQ_1885	192-0	1
GQ_1886	192-0	1
GQ_1887	192-0	1
GQ_1888	192-0	1
GQ_1889	192-0	1
GQ_1890	193-0	1
GQ_1891	193-0	1
GQ_1892	193-0	1
GQ_1893	194-0	1
GQ_1894	195-0	1
GQ_1895	195-0	1
GQ_1896	195-0	1
GQ_1897	197-0	1
GQ_1898	197-0	1
GQ_1899	197-0	1
GQ_1900	198-0	1
GQ_1901	198-0	1
GQ_1902	198-0	1
GQ_1903	198-0	1
GQ_1904	198-0	1
GQ_1905	199-0	1
GQ_1906	199-0	1
GQ_1907	199-0	1
GQ_1908	199-0	1
GQ_1909	199-0	1
GQ_1910	199-0	1
GQ_1911	199-0	1
GQ_1912	199-0	1
GQ_1913	199-0	1
GQ_1914	200-0	1
GQ_1915	200-0	1
GQ_1916	201-0	1
GQ_1917	201-0	1
GQ_1918	201-0	1
GQ_1919	201-0	1
GQ_1920	201-0	1
GQ_1921	201-0	1
GQ_1922	201-0	1
GQ_1923	201-0	1
GQ_1924	201-0	1
GQ_1925	201-0	1
GQ_1926	201-0	1
GQ_1927	201-0	1
GQ_1928	201-0	1
GQ_1929	201-0	1
GQ_1930	201-0	1
GQ_1931	201-0	1
GQ_1932	201-0	1
GQ_1933	201-0	1
GQ_1934	201-0	1
GQ_1935	201-1	1
GQ_1936	202-0	1
GQ_1937	202-0	1
GQ_1938	202-0	1
GQ_1939	202-0	1
GQ_1940	203-0	1
GQ_1941	203-0	1
GQ_1942	204-0	1
GQ_1943	204-0	1
GQ_1944	205-0	1
GQ_1945	205-0	1
GQ_1946	205-0	1
GQ_1947	205-0	1
GQ_1948	205-0	1
GQ_1949	205-0	1
GQ_1950	205-0	1
GQ_1951	205-0	1
GQ_1952	205-0	1
GQ_1953	205-0	1
GQ_1954	205-0	1
GQ_1955	205-0	1
GQ_1956	205-0	1
GQ_1957	205-0	1
GQ_1958	205-0	1
GQ_1959	205-0	1
GQ_1960	206-0	1
GQ_1961	206-0	1
GQ_1962	206-0	1
GQ_1963	206-0	1
GQ_1964	206-0	1
GQ_1965	206-0	1
GQ_1966	206-0	1
GQ_1967	206-0	1
GQ_1968	206-0	1
GQ_1969	206-0	1
GQ_1970	206-0	1
GQ_1971	207-0	1
GQ_1972	207-0	1
GQ_1973	207-0	1
GQ_1974	207-0	1
GQ_1975	207-0	1
GQ_1976	207-0	1
GQ_1977	207-0	1
GQ_1978	207-0	1
GQ_1979	207-0	1
GQ_1980	207-0	1
GQ_1981	207-0	1
GQ_1982	207-0	1
GQ_1983	207-0	1
GQ_1984	207-0	1
GQ_1985	207-0	1
GQ_1986	207-0	1
GQ_1987	207-0	1
GQ_1988	207-0	1
GQ_1989	207-0	1
GQ_1990	207-0	1
GQ_1991	208-0	1
GQ_1992	208-0	1
GQ_1993	208-0	1
GQ_1994	208-0	1
GQ_1995	208-0	1
GQ_1996	208-0	1
GQ_1997	208-0	1
GQ_1998	208-0	1
GQ_1999	208-0	1
GQ_2000	208-0	1
GQ_2001	208-0	1
GQ_2002	208-0	1
GQ_2003	208-0	1
GQ_2004	208-0	1
GQ_2005	208-0	1
GQ_2006	208-0	1
GQ_2007	208-0	1
GQ_2008	208-0	1
GQ_2009	208-0	1
GQ_2010	208-0	1
GQ_2011	208-0	1
GQ_2012	208-1	1
GQ_2013	208-1	1
GQ_2014	208-1	1
GQ_2015	208-1	1
GQ_2016	208-1	1
GQ_2017	208-1	1
GQ_2018	208-1	1
GQ_2019	208-1	1
GQ_2020	208-1	1
GQ_2021	208-1	1
GQ_2022	208-1	1
GQ_2023	208-1	1
GQ_2024	209-0	1
GQ_2025	209-0	1
GQ_2026	209-0	1
GQ_2027	209-0	1
GQ_2028	209-0	1
GQ_2029	209-0	1
GQ_2030	209-0	1
GQ_2031	209-0	1
GQ_2032	209-0	1
GQ_2033	209-0	1
GQ_2034	209-0	1
GQ_2035	209-0	1
GQ_2036	209-0	1
GQ_2037	209-0	1
GQ_2038	209-0	1
GQ_2039	209-0	1
GQ_2040	209-0	1
GQ_2041	209-0	1
GQ_2042	209-0	1
GQ_2043	209-0	1
GQ_2044	209-0	1
GQ_2045	209-0	1
GQ_2046	209-0	1
GQ_2047	210-0	1
GQ_2048	210-0	1
GQ_2049	210-0	1
GQ_2050	210-0	1
GQ_2051	210-0	1
GQ_2052	210-0	1
GQ_2053	210-0	1
GQ_2054	210-0	1
GQ_2055	210-0	1
GQ_2056	210-0	1
GQ_2057	210-0	1
GQ_2058	210-0	1
GQ_2059	210-0	1
GQ_2060	210-0	1
GQ_2061	210-0	1
GQ_2062	211-0	1
GQ_2063	211-0	1
GQ_2064	211-0	1
GQ_2065	211-0	1
GQ_2066	211-0	1
GQ_2067	211-0	1
GQ_2068	211-0	1
GQ_2069	211-0	1
GQ_2070	211-0	1
GQ_2071	211-0	1
GQ_2072	211-0	1
GQ_2073	211-0	1
GQ_2074	211-0	1
GQ_2075	211-0	1
GQ_2076	211-0	1
GQ_2077	211-0	1
GQ_2078	211-0	1
GQ_2079	211-0	1
GQ_2080	211-0	1
GQ_2081	211-0	1
GQ_2082	211-0	1
GQ_2083	211-0	1
GQ_2084	211-0	1
GQ_2085	211-0	1
GQ_2086	211-0	1
GQ_2087	211-0	1
GQ_2088	211-1	1
GQ_2089	212-0	1
GQ_2090	212-0	1
GQ_2091	212-0	1
GQ_2092	212-0	1
GQ_2093	212-0	1
GQ_2094	212-0	1
GQ_2095	212-0	1
GQ_2096	212-0	1
GQ_2097	212-0	1
GQ_2098	212-0	1
GQ_2099	212-0	1
GQ_2100	212-0	1
GQ_2101	212-0	1
GQ_2102	212-0	1
GQ_2103	212-0	1
GQ_2104	212-0	1
GQ_2105	213-0	1
GQ_2106	213-0	1
GQ_2107	213-0	1
GQ_2108	213-0	1
GQ_2109	213-0	1
GQ_2110	213-0	1
GQ_2111	213-0	1
GQ_2112	213-0	1
GQ_2113	213-0	1
GQ_2114	213-0	1
GQ_2115	213-0	1
GQ_2116	213-0	1
GQ_2117	213-0	1
GQ_2118	213-0	1
GQ_2119	213-0	1
GQ_2120	214-0	1
GQ_2121	214-0	1
GQ_2122	214-0	1
GQ_2123	214-0	1
GQ_2124	214-0	1
GQ_2125	214-0	1
GQ_2126	214-0	1
GQ_2127	214-0	1
GQ_2128	214-0	1
GQ_2129	214-0	1
GQ_2130	214-0	1
GQ_2131	214-0	1
GQ_2132	214-0	1
GQ_2133	214-0	1
GQ_2134	214-0	1
GQ_2135	214-0	1
GQ_2136	214-0	1
GQ_2137	214-0	1
GQ_2138	214-0	1
GQ_2139	214-0	1
GQ_2140	214-1	1
GQ_2141	214-1	1
GQ_2142	214-1	1
GQ_2143	214-1	1
GQ_2144	214-1	1
GQ_2145	214-1	1
GQ_2146	214-1	1
GQ_2147	214-1	1
GQ_2148	214-1	1
GQ_2149	215-0	1
GQ_2150	215-0	1
GQ_2151	216-0	1
GQ_2152	216-0	1
GQ_2153	216-0	1
GQ_2154	216-0	1
GQ_2155	216-0	1
GQ_2156	216-0	1
GQ_2157	217-0	1
GQ_2158	218-0	1
GQ_2159	218-0	1
GQ_2160	218-0	1
GQ_2161	219-0	1
GQ_2162	219-0	1
GQ_2163	220-0	1
GQ_2164	220-0	1
GQ_2165	220-0	1
GQ_2166	220-0	1
GQ_2167	220-0	1
GQ_2168	220-0	1
GQ_2169	220-0	1
GQ_2170	220-0	1
GQ_2171	220-0	1
GQ_2172	220-0	1
GQ_2173	220-0	1
GQ_2174	220-0	1
GQ_2175	220-0	1
GQ_2176	220-0	1
GQ_2177	220-0	1
GQ_2178	220-0	1
GQ_2179	220-0	1
GQ_2180	220-0	1
GQ_2181	220-0	1
GQ_2182	220-0	1
GQ_2183	220-0	1
GQ_2184	220-1	1
GQ_2185	220-1	1
GQ_2186	220-1	1
GQ_2187	220-1	1
GQ_2188	220-1	1
GQ_2189	220-1	1
GQ_2190	220-1	1
GQ_2191	220-1	1
GQ_2192	220-1	1
GQ_2193	220-1	1
GQ_2194	220-1	1
GQ_2195	221-0	1
GQ_2196	221-0	1
GQ_2197	221-0	1
GQ_2198	221-0	1
GQ_2199	221-0	1
GQ_2200	221-0	1
GQ_2201	221-0	1
GQ_2202	221-0	1
GQ_2203	221-0	1
GQ_2204	221-0	1
GQ_2205	221-0	1
GQ_2206	221-0	1
GQ_2207	221-0	1
GQ_2208	221-0	1
GQ_2209	221-0	1
GQ_2210	221-0	1
GQ_2211	222-0	1
GQ_2212	222-0	1
GQ_2213	222-0	1
GQ_2214	222-0	1
GQ_2215	222-0	1
GQ_2216	222-0	1
GQ_2217	222-0	1
GQ_2218	222-0	1
GQ_2219	222-0	1
GQ_2220	222-0	1
GQ_2221	222-0	1
GQ_2222	222-0	1
GQ_2223	222-0	1
GQ_2224	222-0	1
GQ_2225	222-0	1
GQ_2226	222-0	1
GQ_2227	222-0	1
